met_id	pat1_Control	pat2_Control	pat3_Control	pat30_Control	pat31_Control	pat32_Control	pat33_Control	pat34_Control	pat35_Control	pat36_Control	pat4_Control	pat5_Control	pat58_Control	pat59_Control	pat6_Control	pat60_Control	pat61_Control	pat63_Control	pat64_Control	pat65_Control	pat66_Control	pat8_Control	pat62_Control	pat7_Control	pat68_AKT1-high	pat75_AKT1-high	pat78_AKT1-high	pat79_AKT1-high	pat80_AKT1-high	pat82_AKT1-high	pat85_AKT1-high	pat12_AKT1-high	pat14_AKT1-high	pat17_AKT1-high	pat20_AKT1-high	pat22_AKT1-high	pat24_AKT1-high	pat26_AKT1-high	pat40_AKT1-high	pat41_AKT1-high	pat44_AKT1-high	pat47_AKT1-high	pat49_AKT1-high	pat54_AKT1-high	pat57_AKT1-high	BIOCHEMICAL	SUPER_PATHWAY	SUB_PATHWAY	METABOLON_ID	PLATFORM	KEGG_ID	HMDB_ID
met104	2636016	3520560	3904252	3465848	2272131	2711377	2488236	2728963	2230503	2324916	2980430	3057109	3729040	3004606	2948300	3581209	3074829	2207346	3194656	3329631	2159068	2776898	3830021	3225407	3027725	2624893	2263671	2398653	3647619	2438758	4168157	2872113	3465227	3025681	2699730	3404925	3000588	2968156	2731353	3442658	3833977	3103202	3309352	3587280	3430895	cholesterol	Lipid	Sterol/Steroid	63	GC/MS	C00187	HMDB00067
met105	1089157.1	2066508.8	2079056.5	2193751.4	1391926.3	817078.2	1979844.4	1580812.6	1989365.2	1939966.5	2088296.6	2662538.1	2202799.4	1938274.6	1858306.4	2037673.1	1148387.4	1873089.6	2045145	1940364.7	1869414	1708316.1	2009378.2	2227528.3	1986251.7	2253267.1	2719949	1596761.1	2282188.1	1761669.4	2172706.1	3518257.5	2565437	2122279.5	2029375.3	2731001.6	2798935.4	1561347.7	1953816.8	1869340.6	1667682.2	2460523.9	2590253.3	1747571.3	2482369.9	choline	Lipid	Glycerolipid metabolism	15506	LC/MS pos	C00114	HMDB00097
met106	37951.92	93941.28	102627.89	32175.27	955519.24	1832141.42	68476.56	131264.05	108989.38	21913.65	62427.29	576164.01	29117.36	62140.46	30132.78	175413.32	219937.99	76622.26	81151.25	86409.53	95031.49	121461.02	34909.52	40163.8	30156.94	285473.94	47125.71	53049.65	548435.78	590974.35	51529.07	243321.75	266278.65	NA	27999.04	90720.51	64869.36	34288.56	78938.28	506309.54	353838.16	411956.4	139631.62	56301.02	NA	choline phosphate	Lipid	Glycerolipid metabolism	34396	LC/MS pos	C00588	HMDB01565
met107	603132.25	365226.65	1822362.19	877329.41	165173.94	61077.73	1857850.7	2041047.19	1122463.95	912928.97	961955.44	812625.22	1138759.31	605291.81	1289785.45	932061.01	515294.18	1116828	870875.12	1224200.72	1015807.34	1033426.87	1450865.44	995640.02	1016160.22	524796.77	1642454.53	947690.73	454176.99	110297.33	687037.2	666586.8	731593.36	1515825.74	1023554.52	1392929.69	928209.43	286359.12	1339353.1	314767.09	576869.14	823559	1395099.99	734569.31	734967.36	cis-aconitate	Energy	Krebs cycle	12025	LC/MS neg	C00417	HMDB00072
met108	90332.64	173514.64	210847.03	220870.1	85426.36	NA	180659.77	83535.54	138769.19	193851.55	216443.03	170888.95	138976.11	NA	116556.17	NA	38346.13	179048.66	244481.37	53872.31	149976.15	126202.62	NA	184582.68	236023.89	168276.47	159790.45	148798.49	152199.11	NA	333644.46	144082.31	NA	NA	222252.9	NA	188103.63	168248.72	112386.16	93686.78	NA	185451.34	205102.58	130727.95	151864.29	cis-vaccenate (18:1n7)	Lipid	Long chain fatty acid	33970	GC/MS	C08367	NA
met109	4559922.53	5279092.62	34050404.18	14455083.84	2111639.59	584851.98	33602105.63	32359970.05	17975280.92	15950761.63	26493824.03	17777028.76	22896911.26	4694351.6	33750743.45	17777028.76	8269352.43	20112773.55	19277806.68	20712605.01	21405182.9	20987044.42	26933192.32	31417254.94	20429996.9	7619284.84	20780038.49	27273511.48	9015703.68	1459910.18	9022967.62	17366355.7	17636227.21	40339813.43	30937561.19	36121157.85	25279197.08	2003129.98	24840956.22	4169158.5	8985515.15	14911349.69	28288908.96	14378672.06	20091089.65	citrate	Energy	Krebs cycle	1564	LC/MS neg	C00158	HMDB00094
met110	52260.99	139645.76	62943.21	42887.05	38778.38	52207.01	59741.76	49842.42	59567.34	82076.85	52383.54	62136.62	61143.24	51594.41	81980.4	44908.25	64351.11	53177.41	53421.94	56501.79	54424.89	54749.14	58029.59	64480.64	78099.78	65756.51	66589.06	49622.39	56967.4	75694.11	47523.54	60796.58	53773.14	102398.69	49038.23	77042.57	51780.07	33480.53	63921.15	55474.6	81161.1	31355.66	74468.64	69878.9	69871.37	citrulline	Amino acid	Urea cycle; arginine-, proline-, metabolism	2132	LC/MS pos	C00327	HMDB00904
met111	NA	NA	NA	NA	NA	17608.76	14363.85	NA	NA	NA	NA	NA	33081.35	NA	NA	NA	NA	NA	26129.59	19709.69	17330.34	NA	NA	38494.74	33781.41	NA	NA	42135.22	NA	NA	NA	NA	27639.08	NA	NA	51191.15	23502.39	NA	NA	NA	NA	33422.56	24200.94	NA	40407.66	coenzyme A	Cofactors and vitamins	Pantothenate and CoA metabolism	2936	LC/MS neg	C00010	HMDB01423
met112	3063048	1758709	9376257	5293522	4347595	13293730	8085806	4738130	8277703	5806615	7546444	11809375	9618914	4393675	5789095	6897215	8394611	7717321	10974931	9616785	13143680	7378839	11011034	14056023	11135005	7993883	10783607	8250071	8560436	5026722	4488477	6306919	8723532	6989791	10249401	6399437	11791473	2982425	10209610	6907031	6213762	8443181	10501279	4776553	5304167	creatine	Amino acid	Creatine metabolism	27718	LC/MS pos	C00300	HMDB00064
met113	239318.1	146037.2	883112.8	452793.1	446850.7	796464.4	542559	444746.6	813205.7	565544.4	551459.8	681948	570848.4	238577.7	500742.1	642158.7	369180.3	531061.4	431544.7	343937.7	632689.3	702530.9	471989	655989.4	326103.1	537887	541606.3	436702.6	345575.8	427914.2	210216	670448	461407	591613.9	626836.3	301677	463282.6	149466.8	427914.2	533784.2	346028.1	336764	362545.8	267419.3	191074.4	creatinine	Amino acid	Creatine metabolism	513	LC/MS pos	C00791	HMDB00562
met114	102631.28	966292.74	5611917.92	2400570.04	1491078.79	595524.81	3179959.24	3197532.14	2020957.32	982448.61	2618321.27	2551340.55	1931884.07	1085683.06	2625901.21	3569744.72	1474179.99	1493522.02	1526201.71	4347147.06	1000099.37	2278412.82	4919666.65	2007267.36	3973105.13	1337417.16	2206543.91	2007272.84	5254235.74	1084219.46	1724547.18	5057092.16	3659751.91	5658481.5	4008908.85	3056299.31	8330639.71	282377.91	2677045.46	4172116.91	1663145.28	9381445.58	3995183.81	195141.47	1764724.62	cysteine	Amino acid	Cysteine, methionine, SAM, taurine metabolism	31453	GC/MS	C00097	HMDB00574
met115	307464.36	599290.33	1596610.22	648316.11	228163.2	59647.21	883304.67	1062802.91	703700.42	91284.77	507861.36	312504.72	308231.7	879424.85	486630.67	779916.26	319124.68	443679.63	302602.8	575644.02	335329.2	596266.61	683147.41	352517.01	923118.74	229406.97	696364.06	309635.49	1053173.43	322334.73	676517.78	1156285.25	757120.49	1617015.83	918161.6	300453.32	1515825.96	321541.8	613120.34	1191924.96	675756.01	1602658.58	765441.47	197257.57	361699.62	cysteine-glutathione disulfide	Amino acid	Glutathione metabolism	35159	LC/MS pos	NA	HMDB00656
met116	16072.27	NA	101587.59	47793.73	23672.3	23724.49	36034.73	43468.97	NA	NA	33254.25	55319.24	23653.4	NA	39967.77	21544.93	30946.77	32526.11	24564.21	115969.23	25038.12	50767.71	60875.83	21704.44	22065.35	24439.29	31744.7	40160.01	68726.36	49717.1	55277.45	35017.03	60549.53	NA	69971.23	35287.45	78214.85	23800.98	38404.57	23818.62	18866.41	86388.04	78958.97	NA	16810.79	cysteinylglycine	Peptide	Dipeptide	35637	LC/MS pos	C01419	HMDB00078
met117	NA	NA	374424.85	20607.66	NA	NA	54965.23	54005.07	NA	504151.2	NA	NA	NA	NA	35703.21	62381.39	NA	NA	NA	NA	NA	NA	70370.06	NA	NA	NA	NA	79679.45	116115.54	NA	78809.8	107709.25	NA	83886.75	54882.41	NA	118919.87	NA	NA	68778.94	NA	145853.26	37971.77	NA	NA	cystine	Amino acid	Cysteine, methionine, SAM, taurine metabolism	31454	GC/MS	C00491	HMDB00192
met118	NA	NA	93246.83	115046.18	52361.95	131496.22	NA	NA	130190.07	NA	72222.36	339299.27	197848.66	22276.89	109853.53	NA	62254.83	116813.56	175663.62	NA	293380.53	NA	NA	400592.04	366928.17	140771.36	208455.58	315252.5	292761.45	58609.6	NA	283536.83	256612.95	120300.53	227615.95	141662.41	51928.58	24281.91	120397.22	43217.77	39881.93	103552.97	536877.66	76486.79	308858.97	cytidine	Nucleotide	Pyrimidine metabolism, cytidine containing	514	LC/MS pos	C00475	HMDB00089
met119	24604.65	118882.98	301201.85	114498.27	551152.03	441269.39	621941.96	94075.42	165681.28	NA	220593.51	146613.36	173761.27	144561.42	108484.4	451519.69	90983.84	183284.58	227890.18	666741.77	147274.29	275919.84	742564.18	174330.51	383776.94	127870.22	451893.98	286956.91	246074.67	135159.99	162532.45	255298.1	253167.33	450117.71	216472.62	511944.28	439256.3	132000.01	265608.97	309700.58	198611.2	426885.16	231412.54	119546.01	234556.78	cytidine 5'-diphosphocholine	Lipid	Glycerolipid metabolism	34418	LC/MS pos	C00307	HMDB01413
met120	NA	39052.85	24952.1	64791.08	56920.42	87964.24	36302.49	46304.08	134877.74	42964.35	40935.11	52050.73	95324.8	39422.52	54994.18	78496.32	40431.74	55982.64	82927.33	50718.55	88047.25	31524.19	101345.05	59686.98	163173.93	86795.32	84190.02	82737.83	106500.82	68286.56	73069.42	128097.4	127367.37	80359.6	81306.99	139936.46	92162.63	18469.63	172051.11	58419.62	53962.97	111890.63	108915.26	46640.76	103063.41	cytidine 5'-monophosphate (5'-CMP)	Nucleotide	Pyrimidine metabolism, cytidine containing	2372	LC/MS pos	C00055	HMDB00095
met121	NA	NA	17182.99	19007.24	18499.17	NA	33942.72	31633.84	NA	28635.08	NA	18086.88	NA	NA	NA	NA	21867.42	NA	NA	NA	47139.22	28881.6	NA	20022.32	NA	24254.14	27630.5	NA	67563.8	NA	NA	NA	34323.63	NA	32086.35	NA	21089.59	NA	26943.76	18587.26	31220.37	NA	NA	NA	NA	dehydroisoandrosterone sulfate (DHEA-S)	Lipid	Sterol/Steroid	32425	LC/MS neg	C04555	HMDB01032
met122	17583.04	104707.68	117056.06	77843.85	114322.87	106496.5	89855.29	126196.35	156585.74	50397.24	116798.81	50967.52	94738.24	58064.78	75718.78	136943.07	245142.95	79986.63	173933.03	121240.56	109140.37	109148.1	141772.11	72161.46	237092.83	126196.35	106237.03	90435.93	149123.04	140106.58	74645.71	145292.55	90215.1	78679.57	144964.58	115907.9	182618.48	22561.59	141751.17	62687.8	118406.36	236421.82	160955.54	50926.85	155663.32	deoxycarnitine	Lipid	Carnitine metabolism	36747	LC/MS pos	C01181	HMDB01161
met123	NA	3727421.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1200414.6	NA	NA	NA	NA	NA	NA	923477.9	NA	NA	NA	NA	NA	923477.9	NA	deoxycholate	Lipid	Bile acid metabolism	1114	LC/MS neg	C04483	HMDB00626
met124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	desmethylnaproxen sulfate*	Xenobiotics	Drug	34346	LC/MS neg	NA	NA
met125	394119.6	5053525.3	711454.3	1919656.9	253795.2	140795.4	597820.7	440084.4	788886.4	1650407.6	886824.3	863166.9	934727.5	1778664.6	557582.8	1042935.1	402315.3	508301	746518.1	834339	760361.4	844883	1497271.8	783898.3	1709736.4	1094538.6	1490798	767431.5	3118227.1	646903.4	13177225.6	2521700.7	2495056.7	1249710.5	1338466.8	1406779.7	1841595.8	2342063.6	1488036	920561	452322.2	1805037.9	966060.9	1506507.7	2648488.5	dihomo-linoleate (20:2n6)	Lipid	Long chain fatty acid	17805	LC/MS neg	C16525	NA
met126	1154661	24978790.5	1448251.5	6068043.9	1451215.7	555807.1	2445636.3	1514850	2873387.9	7055429.7	1310869.1	1858138.5	4048229.7	3894201.4	1246857.9	4360646.7	946554.2	1352018.7	2468417.4	2273154.4	1971337	1914509.3	5364020.7	2442498.8	6367329.4	3172835.8	4182848.9	1890346.2	6036369.3	2501731.2	13918966.1	6789603.5	3222991.7	3306867.1	5596041.1	4753916.7	3801885.5	5728076.1	3204990.8	3207296.8	1273612.1	4416142.6	8424405.2	4106673.7	7546926	dihomo-linolenate (20:3n3 or n6)	Lipid	Essential fatty acid	35718	LC/MS neg	C03242	HMDB02925
met127	39533.45	187485.01	91554.46	147674.71	65142.11	65867.98	NA	137584.46	102331.47	415550.51	59745.67	55045.14	122040.5	84968.51	136086.05	64620.27	42058.28	104663.24	61929.7	81767.71	58987.75	88211.09	96629.52	67037.46	99874.51	64960.46	98226.51	NA	65646.64	93286.88	68859.87	127892.19	58239.25	302885.15	84444.53	107071.2	73688.68	39328.59	NA	76744.26	59387.45	79580.72	84242.29	49297.18	173893.78	dimethylarginine (SDMA + ADMA)	Amino acid	Urea cycle; arginine-, proline-, metabolism	36808	LC/MS pos	C03626	HMDB01539,HMDB03334
met128	34998.47	295771.72	47833.6	106403.16	21930.5	NA	57259.1	NA	61101.39	140019.24	74018.37	89393.71	50763.58	125378.16	50300.48	57860.44	29004.52	26739.85	58007.52	64238.7	42987.2	64453.01	104574.57	56592.89	99468.4	73713.21	87228.61	53769.7	252533.96	38573.85	728754.65	187030.28	209769.07	41961.66	79616.16	74295.22	139271.27	256973.82	107044.58	62394.43	43146.25	192429.61	51066.67	103470.22	136087.21	docosadienoate (22:2n6)	Lipid	Long chain fatty acid	32415	LC/MS neg	C16533	NA
met129	1046827.2	11406529.5	956501	4766659.5	1367666	528467.9	1249191.7	1076332.8	1584825.9	3921968.2	1745830.4	772490.1	1504883.5	3568516.2	603293.5	4139330.1	700085.8	829335	1800326.2	1904834.6	852300.8	1875723.6	3326790.1	800514.9	2342242.4	1353671.6	2149758.1	1188844.8	4445836.1	2047211.1	12551319	4767900.8	1362976.5	4522039.5	1913533.4	2166547.1	2144040.9	3725120.6	2809479.9	1372887.3	902040.2	2370559.7	8763305.6	1482767.7	3947433	docosahexaenoate (DHA; 22:6n3)	Lipid	Essential fatty acid	19323	LC/MS neg	C06429	HMDB02183
met130	268263.8	3272738.9	219313.6	1276897	544994	295422.9	287315.8	270863.6	440251.8	948993	504840.4	693868.6	210004.4	1199716.7	141300.8	793363.2	384367.2	173119.6	310952.3	680337	411049.7	937524.5	870164.4	140686.1	669023	798721.8	597649	577860.8	1302159.6	658104.1	4458765.5	848849.2	912007.4	667519	392209.5	513956.8	731457.4	1429848.1	830501.3	465970.9	264411.5	621043	1475947.2	739631	2191897.6	docosapentaenoate (n3 DPA; 22:5n3)	Lipid	Essential fatty acid	32504	LC/MS neg	C16513	HMDB01976
met131	86067.51	1958745.28	306465.36	619056.01	181667.79	171197.64	354817.26	160427.65	415492.44	938654.47	163181.71	477049.12	488977.57	684951.65	246604.57	404793.74	NA	273589.42	445392.73	249577.01	314519.53	NA	859307.45	463223.32	779847.77	552488.46	451422.98	269255.17	864564.87	339625.13	NA	713606.45	951129.26	231653.84	978605.65	577933.39	697539.03	962495.98	489939.53	697027.51	78688.8	989613.17	341464.15	310610.62	672875.79	docosapentaenoate (n6 DPA; 22:5n6)	Lipid	Essential fatty acid	37478	LC/MS neg	C06429	HMDB13123
met132	NA	341195.25	34171.71	74086.27	NA	NA	41180.06	NA	NA	259570.83	29407.37	65413.81	68233.59	253115.55	36110.05	70206.28	NA	NA	74919.4	66478.86	110125.79	45547.37	92855.34	22813.85	66272.12	130735.5	160306.78	52825.98	331865.98	55443.23	1097611.74	171597.58	195610.23	35310.77	32525.1	NA	95086.1	133503.88	146422.33	59318.71	NA	93536.17	62419.1	57473.87	255447.01	docosatrienoate (22:3n3)	Lipid	Long chain fatty acid	32417	LC/MS neg	C16534	HMDB02823
met133	423621.1	2055770.7	223024.1	1275423.3	339770.3	132067.4	229745.3	217316.3	206544.6	690528.4	635022	263521.4	186619	527788.1	197239.4	466428.9	177612.7	106928.5	260754.9	240483.6	174897.5	392000.1	547763.5	225879.2	323494.3	281691.8	260606.4	387332.8	473658.5	344165.7	1334315	662711.9	321701.3	707638.6	426290.3	505594.1	380071.2	459102.6	405600.8	248971.5	235813.4	489522.8	2299951.1	412130	1224532	eicosapentaenoate (EPA; 20:5n3)	Lipid	Essential fatty acid	18467	LC/MS neg	C06428	HMDB01999
met134	369557.7	3862239.5	884645.8	2685640.9	206398.1	140736.9	930640.3	677843.1	1228235.5	2537694	966323.6	1215930.8	1246871.2	1868192.4	909383.7	1140223.8	330147.8	683673.9	1488574.1	1040352.2	905957.6	843662.9	1448153.4	1233699.2	2711277.8	1034704.8	1266549.9	1897243.2	4767423.7	575727.2	5972119.5	3028148.3	3261046.4	1221190.2	1488899.5	1885882.8	2192562.4	4184584.9	1910893.4	740257.4	576580.3	4298941.5	1825491.4	1736318.2	4406477.7	eicosenoate (20:1n9 or 11)	Lipid	Long chain fatty acid	33587	LC/MS neg	NA	HMDB02231
met135	NA	590341	254347.1	280779.8	481536.4	NA	314060.5	355887.5	414937.5	176576	173094.7	215394.7	440711	448683	259647.2	215837.9	227732	218847.6	1130291.8	436675.9	320543	250749	307702.6	362038.5	451541.5	410188.2	198204.2	588301.2	558609	449803.7	372710.8	259144.8	368058.8	666613.9	487287.6	434376.7	487870.7	335554.8	336983.1	NA	401795.6	749114.9	1126284.7	396013.8	1034869.3	ergothioneine	Xenobiotics	Food component/Plant	37459	LC/MS pos	C05570	HMDB03045
met136	NA	15554.16	116357.01	38578.26	118395.93	78712.66	216954.77	106175.53	128568.19	NA	59111.59	61072.83	137930.98	NA	52271.05	164833.75	111133.46	NA	79198.71	140615.82	NA	104051.83	186154.63	75192.09	66241	87569.54	80637.63	103553.76	105288.82	122125.74	NA	99454.01	63973.26	147603.92	100966.87	104663.01	74088.64	NA	125554.23	99754.66	51971.7	122090.39	196633.61	32080.11	106350.11	erythritol	Xenobiotics	Sugar, sugar substitute, starch	20699	GC/MS	C00503	HMDB02994
met137	NA	9870.11	51850.626	21755.752	45461.265	62410.786	61580.317	43038.985	64395.533	15638.874	55637.351	41166.168	43992.1	NA	35250.046	103666.548	31858.384	17634.051	42969.51	46895.086	32258.596	52814.412	69811.565	26320.411	43124.492	29798.571	23423.008	NA	57297.609	NA	NA	NA	42818.051	46814.487	59114.256	NA	35191.134	6049.072	38144.269	36510.27	45733.833	38741.622	35525.442	NA	59158.336	erythronate*	Carbohydrate	Aminosugars metabolism	33477	GC/MS	NA	HMDB00613
met138	828840.6	3096155	7465034.7	9459077.4	2124937.4	382876.3	8780788.5	5078798.5	4774505.6	4062186.3	9697338	8132829.4	7515758.5	3074701.7	4001042.7	5369808	873992.6	7309708.6	7516977.8	7434769.1	5762454.8	3796350.4	10110244.5	11845820.8	9605305.1	4151411.4	9216879.8	12328223.4	2684078.5	1483023.9	3115162.9	8387533.6	7668471.9	15068605.6	9805351.1	7215270.5	15474039.7	1520202.6	5184487.2	3399166.6	1518132.7	6445177.6	7036579.1	3327941.2	9038515.3	ethanolamine	Lipid	Glycerolipid metabolism	1497	GC/MS	C00189	HMDB00149
met139	NA	23864.47	22861.09	19435.2	22305.58	24797.07	21530.6	19635.45	21312.65	18613.07	29460.5	31229.1	29691.31	19412.98	19686.84	26822.74	NA	NA	27431.76	31891	23122.75	25806.53	36990.76	27938.53	35230.06	29523.92	28695.94	27890.81	34949.05	22572.65	26067.56	25348.25	35825.8	30205.57	29607.62	41201.98	52726.98	NA	30608.63	16672.92	19629.02	36466.24	33402.72	NA	42157.99	flavin adenine dinucleotide (FAD)	Cofactors and vitamins	Riboflavin metabolism	2134	LC/MS neg	C00016	HMDB01248
met140	201305.2	285140.7	545222.6	292255.1	175563.5	203339.8	360222.6	351004.2	402090.1	1361779.7	403185.4	322700.5	1828814.5	273067.9	491199.7	412945.1	391536.7	363036.2	837797.7	959070.2	314230.3	312455.1	508135.6	737400.8	396703.7	251852.8	993836.9	466644.8	172058.1	225999.9	229660.4	228966.9	326927.2	1665431.1	599677.9	727181.3	393754.5	52024.4	391317.3	151662.2	208044.1	229479	1563808.6	233304.9	614674	fructose	Carbohydrate	Fructose, mannose, galactose, starch, and sucrose metabolism	577	GC/MS	C00095	HMDB00660
met141	NA	49012.99	108759.17	59938.99	28258.3	NA	NA	NA	46310.43	NA	80749.14	145860.12	234723.89	NA	45756.01	62207.4	NA	59602.6	90668.05	153322	124129.4	40929.12	39082.48	128807.47	92654.74	90457.19	NA	37223.97	64913.51	22847.9	53036.82	25139.93	50912.5	61184.88	60625.12	140539.59	78557.52	NA	140309.97	NA	NA	77880.46	163760.99	NA	60905	fructose-6-phosphate	Carbohydrate	Glycolysis, gluconeogenesis, pyruvate metabolism	12021	GC/MS	C05345	HMDB00124
met142	NA	78268.36	186730.71	63239.76	NA	22533.32	99759.34	158436.24	48949.52	NA	60074.54	71485.01	79049.83	NA	NA	NA	97880.73	NA	82943.24	52346.22	39830.21	193843.18	267762.76	66572.95	NA	NA	127335.49	47821.33	99628.93	133299.8	35925.2	124961.14	98886	367334.46	88119.94	210310.97	62050.51	30993.67	48248.94	72755.76	NA	159981.54	146480.06	23288.53	105899.9	fucose	Carbohydrate	Aminosugars metabolism	15821	GC/MS	C00382	HMDB00174
met143	44771.84	107275.47	111173.39	108215.93	177466.15	139771.12	41219.79	71496.24	77481.52	54290.16	98822.72	109986.21	111920.09	62773.32	97715.62	79097.32	99980.4	50167.49	89960.57	99863.89	87356.84	88119.02	67304.53	115154.81	47234.49	169577.13	97141.11	74505.33	234525.83	168175.77	120045.37	90519.12	109530.38	122534.25	112848.04	96323.95	142058.74	34993.46	73553.51	92066.31	77594.4	179620.2	117216.23	46730.87	178266.26	fumarate	Energy	Krebs cycle	1643	GC/MS	C00122	HMDB00134
met144	NA	NA	168491.91	36371.76	NA	NA	151833.99	82356.19	65914.87	NA	93479.64	97487.16	93139.82	27625.4	87724.15	68494.93	NA	NA	116023.31	164894.81	NA	47360.96	141330.3	156774.66	116849.36	NA	210239.31	114470	NA	NA	NA	94223.54	78982.08	204541.64	186741.61	607963.83	158216.05	27444.3	75076.9	NA	34645.98	83294.21	160664.18	NA	161876.57	galactose	Carbohydrate	Fructose, mannose, galactose, starch, and sucrose metabolism	12055	GC/MS	C01662	HMDB00143
met145	9042.765	50215.274	25561.95	77431.066	44613.755	NA	38548.07	41670.256	143904.598	41046.679	156614.228	42286.597	232429.765	18901.504	47597.745	92794.728	11731.456	47319.512	102082.71	26813.359	76138.237	64935.422	153848.674	128242.663	57083.947	44724.702	NA	NA	42693.582	44792.02	51739.197	57857.978	230340.887	50002.068	68170.592	29187.122	274161.373	15752.464	68356.838	45223.388	NA	82114.394	95512.607	32031.772	61396.7	gamma-aminobutyrate (GABA)	Amino acid	Glutamate metabolism	1416	GC/MS	C00334	HMDB00112
met146	NA	83374.7	167422.92	34856.95	57656.22	NA	64478.31	140394.87	92738.92	NA	63480.2	109520.23	93128.17	38283.04	85521.27	76340.35	92349.67	60578.48	75289.24	118377.76	82937.86	118870.91	93625.89	85263.71	131542.45	107773.94	82109.17	68697.84	158144.34	82068.85	35042.53	91069.24	140272.67	108688.77	223398.17	88639.38	306878.94	NA	80377.84	91133.92	78249.03	155473.58	142929.22	22779.94	51234.32	gamma-glutamylalanine	Peptide	gamma-glutamyl	37063	LC/MS pos	NA	NA
met147	37762.96	88573.23	658854.57	122700.14	231543.72	43206.01	99265.63	287426.48	173482.26	55838.63	221176.68	350438.48	164969.13	89054.05	200157.7	211046.11	248374.94	249448.16	133879.71	356487.69	156982.1	230501.18	170083.94	204660.73	457726.52	352251.57	231543.72	181307.32	704154.31	222954.4	215357.05	423145.19	438747.3	259487.93	611133.72	232586.26	744583.46	52819.4	145193.08	284306.6	163803.18	548774.54	322375.18	29879.08	100522.77	gamma-glutamylglutamate	Peptide	gamma-glutamyl	36738	LC/MS pos	NA	NA
met148	28438.44	119250.63	625027.35	130205.5	229832.83	99031.55	209977.39	436603.89	298015.51	NA	394715.85	662594.73	327955.26	116009.87	235714.15	304986.01	507207.72	304264.18	176010.79	374849.07	427583.78	552502.44	233819.53	387547.5	732649.9	469337.5	272643.08	200917.92	708162.82	330565.11	152928.95	230910.71	835599.68	331398.32	913919.65	294087.17	597064.32	27507.11	327469.98	283119.45	396148.7	497371.79	446256.38	37900.39	135989.61	gamma-glutamylglutamine	Peptide	gamma-glutamyl	2730	LC/MS pos	NA	HMDB11738
met149	NA	14960.98	23777.62	18511.29	17525.09	NA	15623.77	29905.8	30288.23	34086.42	NA	43394.37	26683.68	NA	NA	29905.8	20537.42	20118.07	NA	NA	20015.19	15873.41	17769.86	19698.04	37749.54	24553.61	23125.47	34564.23	45790.52	43280.01	NA	24970.48	32365.24	31506.27	45667.56	NA	49811.58	NA	NA	18371.21	26494.35	29373.85	23757.81	NA	44711.74	gamma-glutamylleucine	Peptide	gamma-glutamyl	18369	LC/MS pos	NA	HMDB11171
met150	NA	NA	24827.11	NA	NA	NA	NA	NA	NA	24769.87	NA	47031.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	28917.24	NA	NA	NA	NA	NA	NA	NA	NA	15913.73	NA	NA	18083.11	24851.72	NA	19626.68	NA	NA	NA	28999.09	NA	18425.93	NA	NA	gamma-glutamylmethionine	Peptide	gamma-glutamyl	37539	LC/MS pos	NA	NA
met151	NA	75614.184	15832.46	25529.578	7395.994	15839.503	NA	NA	NA	NA	NA	NA	NA	16320.255	58582.311	NA	NA	NA	NA	32488.18	NA	NA	16913.956	NA	23281.915	NA	NA	26624.085	NA	NA	NA	24953	41630.152	19561.225	NA	19687.394	17707.891	NA	NA	29487.23	NA	NA	NA	NA	12264.384	gamma-tocopherol	Cofactors and vitamins	Tocopherol metabolism	33420	GC/MS	C02483	HMDB01492
met152	26360.98	11200.59	282659.24	192690.6	83187.26	194811.51	250982.71	67338.53	111628.45	192745.19	193729.58	158535	384255.11	90616.3	126832.5	210600.89	108008.66	NA	263672.66	561658.52	126832.5	108809.55	2016832.52	202922.68	171984.87	102583.81	311949.01	145254.26	121108.72	3137780.52	101653.35	63763.96	82256.23	183110.29	142037.89	105390.87	139955.39	11635.63	358582.13	90996.13	94505.78	193447.96	183765.98	81533.93	194759.71	gluconate	Carbohydrate	Nucleotide sugars, pentose metabolism	587	GC/MS	C00257	HMDB00625
met153	816759.72	7697318.53	2123078.93	1079661.94	105806.94	2277507.09	893309.86	3803623.38	1682547.99	7019052.24	2884499.35	5096058.33	3459922.94	654819.71	2801030.95	756219.8	3876205.91	2219719.95	2173983.12	2685345.53	4294678.16	941184.4	577194.04	5617806.28	2268583.61	4236111.42	3295243.89	1939660.73	468132.42	4392726.95	2294811.71	469651.75	2152303.1	4495244.88	4045815.51	2237097.58	2203941.51	186953.99	3597237.66	686877.21	1208473.45	1673911.11	2160671.1	4145738.92	2143935.11	glucose	Carbohydrate	Glycolysis, gluconeogenesis, pyruvate metabolism	20488	GC/MS	C00293	HMDB00122
